,content,label
2672,Tóc tai trông như cái đầu....,0
2673,Trung tâm thần :))),1
2674,Bàn tay chj đẹp quá .,0
2675,Cường Sirô Khắc Đông Lào 🙂,1
2676,"Nghe chán, ko cuốn như mất bài trước.",0
2677,Giống LỆ RƠI ở việt nam kkk,0
2678,Ảnh ghép các ông ơi :)))),0
2679,"có 5 loại xe ưu tiên : thứ 1 xe cứu hỏa, thứ 2 xe quân sự và xe công an , thứ 3 xe cứu thương, thứ 4 xe hộ đê, thứ 5 xe có đoàn cảnh sát dẫn đường . vậy trong hình này 2 xe biển xanh nhà nước nếu mà có xe csgt dẫn đường mới là xe ưu tiên thứ 5 nhưng mà ko có xe csgt dẫn đường nên 2 xe này vi phạm nơi đỗ xe",0
2680,Mô phật :)))))) Trâm Mai Phương Mai Khánh Ly Thủy Tiên,0
2681,Có màu rằn ri Ko b,0
2682,Bắt cái đầu mấy con cờ hó tung tin tào lao đập cho phát,1
2683,con mẹ mày thằng chó đéo đáng làm bố. mẹ mày,1
2684,"Thoại Trần ok chính \""tã\"" :))",0
2685,Trần Vỹ nếu nó ko đạo nhái thì đâu có tiếng xấu muôn đời,1
2686,HN Thu Nguyên mấy thằng nhơ bẩn cả nc vn,1
2687,Trần Sang bẩn cả fan cứng,1
2688,Ơ Đ M sao lại có cờ Tàu k h ự a thế kia,1
2689,"Ông Trần Dần chẳng biết là phản động hay chỉ tấu hài nữa, nếu là phản động thì ổng là phản động ngáo nhất trên đời",1
2690,Ngọc Huy học hỏi idol để có quả đầu đẹp nha =))),0
2691,Tú đã sẵn sàng,0
2692,Phạm Văn Lộc chính tả như lol lộc ạ,1
2693,Seri ảnh cưới đc nhiều người xem nhất,0
2694,Abe lớn thật ròii ông giáo ạ,0
2695,Vâng anhhhh,0
2696,Người ta có chồng có con thơ dại.,0
2697,An noi mat dai,1
2698,"công lý cái địt mẹ m à,công lý xử doanh nghiệp còn dân sai thì kệ mẹ à =))) bố m đéo uống cái gì của THP cơ mà để những con chó như m cắn càn thì xã hội loạn cmm r :)) m phạm tội xong m kêu m nghèo, mù chữ đéo biết luật thì m vô tội à thằng ngu, hay m lại bảo nó tống tiền là đúng đi :))",1
2699,Ủa thầy có nói lộn hk e thấy thầy mới là người hk làm đc gì mà ???,0
2700,Nhìn thầy có khác gì th nghiện k,1
2701,Đến đây từ tiktok. Xem xem người này như thế nào. Ra là như thế này. Co thế này mà đi đến đâu vệ sỹ và fan bủa vây tới đó.éo hỉu,1
2702,May giau qua ha sao may duoc tien cua chi minh hieu😡😠😈 sao may mat day qua da may,1
2703,"Cái qq, đem clip đi kt liền",1
2704,Nhìn tiên tri vũ trụ ngon cơm rồi nghe.,0
2705,"Thấy cái đó là xỉu vậy giờ bà cũng có cái đó đó cuối xuống nhìn có bị xỉu k, nói chuyện xạo quá",1
2706,video hay quá,0
2707,chào e người là điếc :)) thì quan hệ thích chơi kk haha,0
2708,mày gốc nhật bản à ??? con nhung nó là trốn cách ly chứ k cố tình nhưng nói chung cũng gián tiếp. còn kia cố tình. vẫn cái suy nghĩ nước phát triển là ý thức hơn :))) tự nhục đât nước sang đó mà ở,1
2709,Thực sự thì bài này ko hay. View nhiều do danh tiếng những bài trước. Chờ sản phẩm sau vậy.,0
2710,🚬 EM CÓ BÁN 1 SỐ DÒNG THUỐC LÁ THƠM ☕,0
2711,Page viết nhju kai phản động quá. Sai luật thj bj phạt thui,0
2712,Em cũng chúc cả nhà anh chị một kì nghĩ lễ thật vui vẻ ❤️,0
2713,mong con mày không ngu như mày,1
2714,có học thức chỉ tiếc văn hoá quá kém ...ý thức thua cả một con chó,1
2715,Ngao ngán quá !,0
2716,Vãi cả nguyễn thị tươi khắm àh nhầm tươi thắm 😂😂😂,1
2717,"Nhìn là đéo muốn xem rồi, dự là sẽ có những yếu tố bắt buộc phải cười",1
2718,"Vui thôi :putnam: đừng vui quá <(\"") Em thề em thích câu này rồi đấy, Thềềềềề~ !!!!",0
2719,Điểm gay ấn tượng và nổi bật đó ạ,0
2720,Ko biết tâm sự cùng ai :)),0
2721,Thoại Trần chính tã là chính gì,0
2722,thầy sela,0
2723,@Tiktok Official hùa theo là chó vậy mày cũng hùa đó,1
2724,Em gái ơi xinh thế em ơi ước gì chi có  nước da giống em,0
2725,hahaaha thầy là thầy đấy,0
2726,Hoàng Minh Giáp tôi seach gg luôn đó bạn :),0
2727,Dành cho ae nào muốn test zô lấy link tải bản china,0
2728,Nguyễn Hiếu hàng 1 1 với fake là 1 chứ khác biệt lz gì đâu =))),1
2729,Thảo Tròn nhớ đồng bọn qá cơ 🤧 cố gắng thôi nào 💓,0
2730,Cuối đời rồi ông Trần dần cũng nghĩ ra được để sam hoi đoàn kết để còn một số thành phần chống cộng nghĩ lại,0
2731,"Chỉ 1/2 đất nước trong nội chiến vẫn & đã làm đc điều như này vào 60n trước....ôi!, tôi yêu mN của tôi biết nhường nào!",0
2732,Bùi Nga Quỳnh Anh chưa 20 tuổi kêu mệt,0
2733,Vui vẻ có quạu abe ơi,0
2734,Hoàng Yến đâu trêu thế =)))) b chưa xem qcao lẩu phan à,0
2735,Chó má,1
2736,anh ba làm lại giáo án yi đc ko abe <3,0
2737,Ri thì như thor luôn,0
2738,Có lồn đâu mà lấy 1 tỷ chùi trời,1
2739,Tiếc hùi hụi vì miếng đất nước kìa,0
2740,Idol của anh quang :D,0
2741,"Thành Vinh có page ba gà và những người bạn đó , liên hệ xem",0
2742,"Đơn giản đó là người SG, chứ ko phải người Tp.HCM(Đa số bake)",1
2743,Má thằng mả mẹ nào design nhìn mới tưởng nó mặc thêm 1 quần chưa kịp kéo khóa. Style kiểu này kn là thằng LÝ QUÝ KHÁNH,1
2744,gáy to quá a ơi gà cao bằng,0
2745,Lũ ngu dân,1
2746,Sợ ko chết vì covid 19 mà chết vì nói ko kịp thở 🤣🤣🤣,0
2747,Nè ní. M sai m cố chấp jo m xl à. Đào đất ngủ đi r nhận sự tha thứ,1
2748,Bóng gió sao nó hõn thấy ghê đã là người không được may mắn sao không biết tu bớt để an nhàn tâm hồn cứ sân si bởi vậy làm ảnh hưởng đến cộng đồng  người đồng tính đa phần họ hiền lành dễ thương mà sao đám quỹ chửi mất dạy quá conquy già kim ngọc  ngọc hiếu sao không biết nhục mà chương mặt ra,1
2749,Chó ko mọc nga voi...bê đê như thế nào  vẫn bóng gió  nghe,1
2750,Nguyễn Hoàng Lực phục cái máu lồn,1
2751,"Nói thì hay, n lúc thực hiện thì chán vãi lồng.",1
2752,Thế con trai bảo đợi thì sao?,0
2753,Vãi,1
2754,Mai koo dc lam fan cung :<,0
2755,A tuân hỏi chu cà mo la gi lam e cười mn xỉu,0
2756,Nam Nam IB KÍN,0
2757,Xin nhà tiên tri cho biết: Liệu trong đại dịch COVID 19 này lũ 3/// CCCĐ tại Hải ngoại có thể miễn dịch ko ạ? Và nếu bị nhiễm dịch thì lũ 3/// sỏ lá sẽ đổ lỗi cho cộng sản hay do sự chủ quan của chính quyền Mỹ ?,1
2758,Anh bom đâu nhở không cà khịa nữa à :)),0
2759,Tinh trùng Khuyết tật,1
2760,Ngọc Trang mua dưa leo chơi cho rẻ,0
2761,"Ở VN thì có thể, tôi nhấn mạnh là có thể thôi trở thành trend vì bạn là người nổi tiếng, còn sang nước ngoài bạn nhìn tấm ảnh đi, trông như đồ quê mùa học làm dân chơi",1
2762,@Khánh Linh,0
2763,Trang này thật đúng là trang phản động -_- vì ad toàn nói đúng,1
2764,bác dần chớm có tình yêu nước r đấy,0
2765,Phạm Văn Lộc lên nghỉ?,0
2766,giờ mới 2020 mà ông này đã kêu là 2022 tôi đã về vn rồi - tôi về 572 lê quang định. 5p45s .  lão này về bằng cỗ máy thời gian của doremon ak,0
2767,Nghe có vẻ vô sinh nhưng rất dễ có thai =]]],0
2768,Chơi mua mấy mô hình đồ chơi khoảng từ triệu đến chục triệu,0
2769,cực kì thuyết phục abe,0
2770,cô này chỉ có chết mới hết gào thét,1
2771,Má dơ vl =))),1
2772,Nghe rất là vô sinh nhưng lại có bầu :)))),0
2773,Già mà dơ,1
2774,Cảm ơn NKYN_có vũ khí đáp lại bò đỏ rồi!😄,1
2775,Cái dm dm dm,1
2776,hết thời xuống núi lấy thun búng l*n :v,1
2777,Ăn mặc còn thua ng ăn xin,1
2778,"Bố thằng ad ngu. Thế có cậu du học sinh việt chết ở nhật. Gia đình cũng chạy vạy khắp nơi đóng đủ tiền để mang xác về thì sao ? Đăng bài nên lắc não trước nhé, hở tý là bỉ bôi",1
2779,Ý thức để dưới đít à,1
2780,Cay đỏ dái,1
2781,Luật đã quy định như thế thì .. Đếch cần một thằng tiến sĩ chuỗi nhu ông.... Nghe mà không biết đường phan biên thì sẽ trả lời nhu ông tất ... Vô sỉ ..,1
2782,Nguyễn Minh Phương em ngủ luônnn,0
2783,Tấu hài cực mạnh từ Abe :>,0
2784,Thuỳ Trang giờ có nè :>>,0
2785,Thần kinh tọa,0
2786,Duy Trần gửi cho em xin vd với ạ,0
2787,Ai theo đạo râu xồm thì giơ tay? Hãy theo Minh giáo chủ sẽ được lên thiên đường XHCN!,1
2788,Thằng trọc Mác -Lê- Mao. Núp bóng nhà Chùa chứ tu gì ... nó viết bằng chữ Tàu hoặc của Buồi Hiền thì không ai nói. Đây chính chữ Quốc ngữ nó đã học và nói nơi cửa miệng .,1
2789,"chúc các em 2k1 ngày mai bình tĩnh, tự tin, thi thật tốt.",0
2790,Nguyễn Kim Chi lây cho khỉ rồi sao. 🤣,0
2791,"Về với tập,ăn banh bao thịt người nhe ha ha h a",1
2792,Luật là tao tao là luật ý kiến cặc gì lên phường,1
2793,Cái mặt nghệt ra như mất sổ gạo ấy.,0
2794,Cảm ơn em da dạy dỗ con Linh khùng.,1
2795,"Một đám dlv tư chịch vs nhau, tởm vkl",1
2796,Luôn ủng hộ K-ATM,0
2797,Mn ơiii giúp em với ạ,0
2798,Ho tran xuong,0
2799,Bên Đà Nẵng chắc văn minh hơn nơi khác :)),0
2800,"nhà sản thích tấu hài, tuyên giáo luôn mị dân",1
2801,Họp thò thụt,1
2802,Nguyễn Quốc An thứ học trò lồn,1
2803,Nhà nàng ở cạnh nhà tui,0
2804,MCVMedia  may dung co so sanh lisa tui  do di cho,1
2805,Mấy bà BĐ khỏe khoang khoác lác,1
2806,Bây giờ có nghiêm túc kiểm điểm hay nặng nhất là kỷ luật cách chức gì đó thì bọn quan lại chóp bu này cũng tẩu tán cất giấu mấy ngàn tỷ vào túi riêng rồi ! Lãnh đạo các ban ngành trong thể chế CS bao nhiêu năm đấu đá tranh chấp quyền lực cũng chỉ chờ có thế ! Hạ cánh với số dư tài sản khủng XONG !,1
2807,liu liu,0
2808,Biết điều là tốt . Ko t cho xuống cầu SG là chít mẹ☻,1
2809,Đoàn Trung Hiếu vãi loinmm,1
2810,"Anh cứ viết lên Facebook đi, chúng tôi đang chờ vào để chửi anh đây :D",1
2811,Chat chan tay la xong.ko can lgi het.thang nao danh nguoi giet nguoi cu chat chan cat gan tay,1
2812,Đây có lẽ là cách mạng của con cẩu mang tên Gờ Zờ :V,1
2813,Hoang mang😱,0
2814,Ngânn Lào Keyyy =)),0
2815,Con di do noi doc giong con 3 vang ma !,1
2816,"Mấy thằng thằng bóng lộn  xàm lòn,",1
2817,"Trời h mà đụng tới bk là mì chết sớm nhe con kia , chết ko kịp ngáp , mất dạy",1
2818,chửi thế này là bthg đấy :)) chắc nó làm cả việt nam khổ vì nó câu chửi cũng chẳng lj được nó,1
2819,Mn nghĩ ntn vs cái tên loạn thế âm binh?,0
2820,Bỏ số dt ra xài mạng gì ... Khùng chết mịa,1
2821,"đảng csvn không bị Mỹ mua, mà bị TQ sai khiến như sai tôi mọi, có đập tét mỏ thì cũng ráng cắn răng dạ dạ... ""16 vàng 4 tốt""",1
2822,Đã bảo mà Ngu như Dân cũng đỡ khổ hơn là mang tên Nhục thế Đảng.,1
2823,Toang cmnr top 4 chưa có mà lại thế lày :)),1
2824,nói QC game lại tự ái,0
2825,😞,0
2826,T phải phạt cô thật nặng mới được!,0
2827,Cho tui coi với,0
2828,t khép đít lạy m!,1
2829,"Ủa nó tưởng đăng facebook là ghê gớm hả ta, đăng lên cho ngta chửi thêm à. Đề nghị mọi người unfollow face nó để nó đăng lên rồi tự thủ dâm lấy.",1
2830,Đm hết hình lựa hay sao mà lựa ngay quả ảnh hãm loz thật...,1
2831,":v rất là tự do ngôn luật .Cán bộ chửi dân ,xỉ nhục dân như chó thì ko sao dân phê bình cái thì bị phạt !",1
2832,阮氏幸 Tôm Dim e k chỉ thấy 1 lần đâu,0
2833,Paula Lưu dân bmay thích pbvm nhỉ sv,1
2834,tôi càng thấy trung cộng càng tự khiến mình nhục nhã hơn nên meh,1
2835,Tuần sau 16 team là hơi căng đó nha :( phải hard hơn nữa,0
2836,Hoàng Anh Đỗ đây nè,0
2837,Nhờ tư tưởng thiên đường.,0
2838,"bài viết của bạn quá hay,làm cho người đọc càng hiểu thêm nhiều về bọn Cơm Sườn mọi rợ.",1
2839,Nguyễn Minh nhật bổn bệnh vl thế này á minh béo :)),1
2840,"Lí do lí trấu, chắc tin😏:)))",1
2841,"Ông Tuân ổng cười khà khà , ổng cười quài luôn á. Ta nói chời ơi cô vừa dễ thương còn thật thà nữa",0
2842,Xím chút thì còn 6 miếng đất😌,0
2843,Tất cả cũng chỉ vì chữ tiền :),0
2844,Pham Yen Nhi,0
2845,"Thằng Vẹo lúc bố nó phang mẹ nó thì mẹ nó nghẹo cổ trên gối vì phê, thế là đẻ ra nó cũng Vẹo cổ theo. Đứng Vẹo, Ngồi Vẹo, lãnh đạo đường lối Vẹo",1
2846,Cất con mắt lé vào đi r nc vs chị hiếu,1
2847,Con này đang tụng kinh hay đag đọc ráp vậy trời,0
2848,Chụp ảnh cưới ở Mộc Châu siêu xịnnnn,0
2849,Một phong cách rất ư là CS,0
2850,Phat Huynh 2 trái mới dừa () :))),0
2851,chuỵ ba xạo lồn :)),1
2852,"Trào lưu khoe của này nọ dạo này đang nở rộ lên trên mạng , toàn là xl",1
2853,Nỗ lực làm phò...cao cấp à?,1
2854,Fan cứng nè,0
2855,Mất mặt người miền Tây .. miệng thì chửi Bắc kỳ. Nhưng cai miệng thì chữa tục tiểu ha. linh cá lóc .đừng có về vn nữa ha...,1
2856,bả chửi người ta mà cái mặt bả hớn hở làm như zui lắm 🙄🙄🙄 nghiệp quật là có thật,1
2857,Levi làm quả call quá chi làm suất sắc =)),0
2858,Cà khịa vãi nồi. Báo chí dạo này lắm phản động ah nha =)))),1
2859,thầy book giáo án mới cho e:(( a be cứu e vs,0
2860,"Hà Nội sẽ đc đổi tên thành tp Mao Trạch Đông, đg biên giới VN sẽ đc mở rộng ra tới Tây Tạng. Giải phóng Đài Loan sẽ là nhiệm vụ hàng đầu của nhân dân xhcn, đế quốc Mỹ và bọn tay sai sẽ phải cút khỏi biển đông và biển nam hải. Cùng với Thượng Hải, Bắc K",1
2861,"có bài sấm truyền, đọc hoài",0
2862,"Đúng rồi, toàn bọn rẻ rách, cặn bã, ăn cơm ăn cức của Việt Nam mà mở mồm ra là chửi sằn bậy !!!",1
2863,Tiền có thể kiếm cả đời. Nhưng mạng mỗi người chỉ có 1. Hãy tự vì mình trước tiên đã!,0
2864,Điều kì diệu ở phòng giam số 7,0
2865,Bóng dơ bóng bẩn bóng thúi,1
2866,hot lồn chứ hot girl,1
2867,vl dấu bé ba :),1
2868,Lai ? Lai là lai chó đó sao,1
2869,Cặp bot tấu hài vcsb,0
2870,Đéo ai đùa như thế,1
2871,cái này tại dân... cu hòi húng nó bảo thế :v,0
2872,nghe tới bạn bè óc nổi cục ... ớn xạo lol hok hà .. thứ ăn cháo đá bát em thấy nhiều chị ơi ...bớt giận bớt giận 🤫,1
2873,Mãi mãi liềm lone,1
2874,Ủa ah nói hay vậy🤣🤣,0
2875,Duy Anh Pham dm,1
2876,Iuuu Tòi Xúng 😚,0
2877,Bạn nhớ lì xì !!!,0
2878,Thảo Chăm tôn hẳng con cu tí hon của anh tịp,1
2879,Trương Duy lz mẹ,1
2880,"k phải k làm gì mà nhiều cmt như vậy nó bị loãng cmt với nhảm cmt vãi l ra ấy, có thể 1,2 cái bình luận thì vui chứ spam thì quạo vãi l ra",1
2881,Có cc ý :)) tin người vl,1
2882,Lẽ ra ngay từ đầu nó đéo nên về thì hơn,1
2883,chán lol mẹ,1
2884,"Đặng Bảo tào lao, nhạc trước giờ cũng jack nó sáng tác chứ có cái đb mà liên quan kicm, bài hồng nhan trước đó chắc có cứt tên kicm trong đó",1
2885,lên chức để nhét con cháu vào thây bã... bã ko bỏ chức đó nên đuổi luôn :3,1
2886,Trần Minh Hoài là hình cánh hoa nha c k phải cailoncat hihi,1
2887,Chuẩn mấy bài trước nghe còn được chứ bài này mà ai khen hay thì t cũng chịu,0
2888,Ngô Tiệp chán Tiệp quá 😌,0
2889,Thêm cái gì mà thêm. T đếch thèm qt đến vì chưa có thông báo nghĩ học 🙈,1
2890,nói nhảm. Nhà tù chỉ dành cho bọn nghèo hoặc Ngu thôi. chứ nó tiền thì có mà ở.,1
2891,ngu đừng có sủa ghen với người giàu à họ về nước chữa trị tự dưng qua bên kia cách ly,1
2892,Thoi k gian Tom duoc Lao ay o Dau thien Di de Lao Thanh su,0
2893,Th bạn đừng đạo đức giả nữa . Gà lợn vịt trâu dê ăn hết mà nhắc đến chó thì lại dựng lông lên🐧 . Bản thân mình kh thích thịt chó nhưng cungz đâu bắt và cấm ng khác ăn thịt chó đc,1
2894,"Công nghệ của cs đã đạt mức thượng thừa rồi, chỉ cần ấn nút là trắng biến thành xanh và biến hóa cả số nữa cơ. Tư Bản làm được không?",1
2895,Uyên Thu tag chị mình vào này,0
2896,Kiim Synk's đú trend nè🤣,0
2897,"Toàn là ở phan thiết, còn hàm thuận Bắc nằm thị trấn nào có ai biết hok a?",0
2898,Bên mĩ nổi tieng đánh bom,1
2899,Thanglon nào cũng từng như thế cacban ạ 😌😌😌,1
2900,"Mọi người quá lịch sự với tên khốn này rồi , cha đứa bé bị đánh nên ra tay cho nó thành tật đi đừng hi vọng nhiều ở luật pháp.",1
2901,Tin nhắn của thủ tướng đổi ra chắc đc cả tỉ bạc chứ k ít. Lũ lụt đến chân ng dân thấy tin nhắn thủ tướng chắc mừng rơi nc mắt :)))),0
2902,may co dam ve viet nam k ..linh L may tu gio dung len mang khoc nha dam noi dam lam linh long..,1
2903,Thôi anh im mẹ mồm đi.mặt như cc mà ý thức như bờ phẹc,1
2904,Hoàng Minh,0
2905,Hằng Thanh vl đây là cl 🙂 hoa đ gì mà hoa 🙂,1
2906,chị thấy là chị sỉu =))),0
2907,Chu Hoài tạo hình suốt mà giờ mới trend,0
2908,😆 nghe mắc cười quá,0
2909,ổng nói lập kênh mới chứ không nói xóa kênh cũ,0
2910,love cô <3,0
2911,Đức Thịnh 🙆🙆🙆😂😂😂,0
2912,Con nay chat kiep sau no moi thay doi tinh.no khong con thuoc chua roi.con CORONA VIRUT cang no cho no benh chet di.dong ho ba doi nha no bi benh corona virut cho no biet the nao la dau kho.,1
2913,Con so tròn chứ ko có mấy cái ngạnh như sam nhé,0
2914,Nguyễn Hằng Khanh Nguyen hay ăn nè,0
2915,"Cho dù một tôn giáo nào. Đức tin O mất tiền mua, nhưng cứu cả phần hồn và phần xác..! Là chân lý, là ánh sáng,là con đường tốt đẹp cứu cánh cho cả nhân loại O rơi vào bế tắc, tà ma, diệt vong..Chỉ lủ CS học thuyết vô thần làm con người mất phương hướng, làm XH thêm loạn lạc điêu linh mà thôi..! Các bạn cứ chiêm nghiệm đi, rồi sẻ thấy. Mỗi Chúng ta Hãy giữ lấy đức tin cho chính mình..!",1
2916,T lấy hh Sett 😂😂🤣,0
2917,hard làm cc gì nưax thầy. Cứ đanh Man Phi Te như vậy là ok rồi. Chắc chắn lên vcsA,1
2918,"Tưởng thế là hay, lớn r à không! Già r mà k biết suy nghĩ gì hết",1
2919,Rãnh ghê bấm vô coi chi rồi chửi người ta có diên chết liền,1
2920,Thôi ồn im mẹ mồm đi 😆😆,1
2921,Non Nguoi hue ... kg phai bac ky,0
2922,"KHÔNG PHẢI LỔI CỦA CSVN TÀN ÁC MÀ CHÍNH NGƯỜI VN TỰ NHẬN MÌNH VÀ THÍCH THÚ MÌNH LÀ CON THÚ ,LẠI KHOÁI MÌNH LÀ DÂN NÔ LỆ .AI THÍCH MÌNH LÀ CON ÔNG TRỜI ,GIƠ TAY LÊN .THẤY KHÔNG ,IM RE",1
2923,Thua trug+ hết dân nó dù ở hải ngoại theo hay ko theo cs dân nó rất đoàn kết còn người việt mìh bág bổ phỉ bág ...nhau 40 năm qa,1
2924,Bùi Minh Huệ crush ưii . Anh thích em đó 😶,0
2925,Nếu bác về Việt Nam tôi sẽ rất vui,0
2926,Mà để ý lần nào ăn Marinboy cũng kiểu díu díu phê phê nhá =))))),0
2927,Lê Thành Trung học trò lồn 🙂,1
2928,liêm sĩ ji tầm này abe ôi,0
2929,Đme vẫn là vô ý thức 🙂,1
2930,Nguyễn Trọng Thái đợi cái lol,1
2931,Cái con tinh trùng khuyết tật này xaolol mua ko xài được đâu,1
2932,"Nguyễn Trọng Thái đợi cái lồn thêm 3 chữ ""địt chị mày"" nữa nhé 😂",1
2933,Chửi ngu,1
2934,Tưởng đi diễn hài hải ngoại nữa chứ.:)),0
2935,Còn Samsung thì đòi đem 700 kỹ sư nó qua mà không muốn bị cách ly suy nghĩ óc chó vẫn tồn lại ở người hàn,1
2936,Trend hây Ngân Kim Ánh Tuyết Liên Kim,0
2937,Cưng ơi..,0
2938,Huỳnh Ngân đẹp đấy chứ b,0
2939,"Ad page này rất chi là ngu còn cố tỏ ra nguy hiểm, những bài nó đăng mang tính chất phản động, ngôn ngữ đả kích và khiêu khích, sáng nay còn poát bài để kêu toàn dân tham gia ctri chống Đảng và nhà nc việt nam kìa",1
2940,Khỏi đi để cháu còn đi học,0
2941,Ông ấy đã trở lại và lợi hại hơn bội phần,0
2942,Tii Đô qua vn tạo cánh hoa kiểu này nó cho clck ngay.. 😂😂😂,1
2943,Đồng Nhung máy bay phalcon 10 tỷ belike :,0
2944,Mình bỏ liên quân mà các táo lại chơi 😞,0
2945,Con đĩ  này  từng  bị  cộng  đồng  hù  đánh  khóc  lóc  vang xin  giờ  qua chuyện  rồi  thấy  mạnh  miệng  lại  ha,1
2946,Đời đôi khi nó vãi lồn lắm các ông ạ :(,1
2947,:))) che mặt rồi nhé,0
2948,Thầy đi làm HLV cho T1 rồi nha các trò,0
2949,"hàn quốc là phồn vinh giả tạo, làm tay sai cho đế quốc thôi",1
2950,bị tâm thần vẫn có thể có học vị TS nhé. Cám ơn TS Vũ Tiến Lộc đã mang lại niềm tin cho cộng đồng bệnh nhân tâm thần.,0
2951,Gia cát ba là e cứ tưởng tế công phiên bản bóng chứ,1
2952,Chơi tí đồ ăn mừng,0
2953,Ae thất lạc của abe ak,0
2954,Cang sem cang tuc moi nguoi oi phai su no moi duoc,1
2955,"cái này bọn khựa, hay bọn tàu làm ấy nhỉ :3",1
2956,Chỉnh lại ông bô. Xe với trả cộ ẩu vl,1
2957,Nhìn như con điếm vậy :)),1
2958,muộn vậy thầy,0
2959,Bảo khoe mới khoe chứ không phải cố tình đâu nhé 😌,0
2960,Ngô Sĩ Phú ở nhà đi bạn eh,0
2961,nghe mắc i* quá abeeee,1
2962,"Chi đep qua chi,e thích qua",0
2963,"Dẹp hết lũ sư quốc doanh đi , vừa là ổ phá hoại đạo pháp vừa là cơ sở của bọn nằm vùng và phá nát văn hoá VN",1
2964,Dep wa,0
2965,Đmcs,1
2966,Chị đẹp lắm đó chi,0
2967,"Dơ dái, bẩn thiểu, hèn hạ, hạ cấp. Ghê tởm",1
2968,Anh lên anh đấy mai anh tính xiên NuNu thế nào cho xịn chứ NuNu edit vcl lắm :)),1
2969,Tuổi đó mà làm lãnh đạo ở VN thì chắc chắn là”rau sạch”của sếp....😂,1
2970,"Cho ko mat duoc nga voi,nhung chi 3 an cuc duoc do nha chi 3",1
2971,Tuổi lờ =)),1
2972,May xạo lồn do am binh,1
2973,. ai khịa thầy là chetme đó nha,1
2974,Dan ong hay dan ma co rau vay troi,0
2975,Nhân viên quán bar và mấy ông nội ăn chung lúc này :,0
2976,"Được anh , được vãi lon anh ạ :)))",1
2977,Tú Trinh Đen quá mới dính 😤,0
2978,Nguyễn Võ Hữu Châu cẩn thận mất việc nhé con,0
2979,Da,0
2980,chúc mừng năm mới,0
2981,Ông im mẹ mồm đi. 2010 lần đầu tiên tôi xem ông tiên tri “năm mão nước việt đổi cờ” ... 10 năm sau cờ mới vẫn chả thấy đâu mà chỉ thấy việt nam chúng tao ngày càng hùng mạnh .,1
2982,Gia Lộc Tran Quang còn j vui hơn cà khịa :)))))),0
2983,làm thật đó hả thầy :)),0
2984,"Bài viết này lệch lạc. Chủ nghĩa dân tộc không tồn tại trong chế độ cs do đcs cai trị. Từ thời Mao đến nay đcs TQ đã áp bức và giết hại gần 60 triệu người Hán qua hàng loạt các vụ thanh trừng đẫm máu như CCRĐ, cách mạng văn hoá, đại nhảy vọt, chống xét lại, Pháp luân công...... một đảng cai trị và giết chính dân tộc mình thì có được coi là theo chủ nghĩa dân tộc không??? Bài viết rất thiếu khách quan và ngộ nhận.",1
2985,CHỊ BA VÀNG NGỌC có cây nọc giữa háng,1
2986,Trúc Ngân,0
2987,Bạn hãy đổi tên thành hiệp đầu chó,1
2988,Chán đéo muốn nói luôn á😄😄,1
2989,Cmt để thành fan cứng,0
2990,Nguyen Nam :),0
2991,Bánh mì thay đổi giọng giúp nhím hát hay hơn,0
2992,Kkk anh yêu em cho ... hí hí,0
2993,@Văn Nguyễn .,0
2994,Phương Minn giống nhau đến thế haha. Nhạc nhẽo nghe như cc,1
2995,Đêm nào e cũng xem liếp của chị hết . hình chị có  hậu và đẹp  lắm chị ah,0
2996,🥰🥰🥰,0
2997,Tụi Hàn giàu giả tạo không bền vững như triều tiên,1
2998,"lấy về tế ông nội , tổ tiên đó mà :V",1
2999,Thiết nghĩ thầy sẽ mở lớp dạy múa :),0
3000,CÁI LỒN,1
3001,Nguyễn Ngọc Trâm Nhìn bả củng thấy tội mà thui củng kệ,0
3002,Khóa tới chắc đồng chí ấy phải lên bí thư ấy nhỉ .... Lúc ấy lại bác hang seo muôn năm .... Nghĩ tới đây tự nhiên đau cả bụng ...,0
3003,Anh độ gọi kìa,0
3004,Happy new year,0
3005,"Cố vấn kinh tế của thủ tướng vn nhìn mặt kinh bỏ mẹ luôn,nhìn như mấy thằng xì ke hay lảng vảng chỗ ngoài đường gần khu tao ở",1
3006,"Sao Vlog sang quá mà, ý thức củ loz vayy?",1
3007,Đậu xanh..,1
3008,Thiếu 1c răng nx là ngon :)),0
3009,Này Thì Chúc Mừng Với chúng tôi à,0
3010,Hát hay k M.n 😂,0
3011,Bà nội m,1
3012,Ns cái quái j vậy trời ... tưởng mình là hoàng thân quốc thích của bên tàu bên mĩ j còn tồn tại hay sao ak... hay là coi mấy cái phim rồi lên cơn sản.người nhà đưa ra nước ngoài điều trị tâm thần.. mong chú sớm bình phục rồi chở lại đúng con người của mình .đừng thần tượng mấy ông công công hồi đó rồi hóa điên hóa khùng ...,1
3013,Võ Minh Hiếu check ib ông ơi,0
3014,Clg v,1
3015,Hồ Sỹ Hải do bạn nói đúng,0
3016,Già đầu mà non quá :)))),1
3017,Nghe có vẻ vô lý nhưng cực kỳ thuyết phục :v,0
3018,Mông lung hỗn loạn :)),0
